 5000    5100
  974    3045      79
  975    1259      89
  976    1519      18
  976    2315      81
  978    1142      56
  978    3274      33
  978    3710      93
  978    4905      96
  979    1897      73
  980    1247      69
  980    2794       2
  982    2420      45
  983    1936      70
  983    2964      65
  983    4348      55
  984    2549      63
  985    1337      74
  986    3223      80
  986    4654      26
  987    3034      59
  988    4175      79
  989    1593     100
  990    3963      26
  990    4201      91
  993    4726      73
  994    2066      53
  994    3632      91
  995    1858      14
  995    2562      74
  996    3154      14
  997    4335      37
  998    2267      85
  999    2757      72
 1000    2776      71
 1001    2783      10
 1001    3977      68
 1002    3441       9
 1004    2303      96
 1005    3809       9
 1006    1342      76
 1007    3259      85
 1008    1925       7
 1008    4904       7
 1009    3248      49
 1010    2916      93
 1010    3732      63
 1011    2057      53
 1011    2748      78
 1011    2775      37
 1011    2848      94
 1011    4278      98
 1011    4464      71
 1012    4088      57
 1013    1525       2
 1014    1136       8
 1014    4126      66
 1015    3895      52
 1016    3746      87
 1017    3392      90
 1018    2504      61
 1018    2949      98
 1018    4439      66
 1018    4794      75
 1020    1467      90
 1020    1624      36
 1020    2992      81
 1021    3307      62
 1021    4694      36
 1022    1336      43
 1023    4351      37
 1024    3366      77
 1025    1729      76
 1025    2379      57
 1026    1478      98
 1028    3313      59
 1028    3463      58
 1029    1747      26
 1029    4596      92
 1030    1063      99
 1031    2298      95
 1031    3368      60
 1031    4420       4
 1032    1891      27
 1033    2888      85
 1033    3845      78
 1033    4555      99
 1034    1122      42
 1035    4047      79
 1036    1591      70
 1036    2728      32
 1037    1185      17
 1037    4565     100
 1038    1310       1
 1038    2359      12
 1038    3590      38
 1038    3761      84
 1038    4746      75
 1039    4863      98
 1040    4012       1
 1040    4054      93
 1040    4515      21
 1040    4634       8
 1041    2494      98
 1041    4068      27
 1041    4453      51
 1042    1274      23
 1042    1418      99
 1043    4806      77
 1044    3126      33
 1045    4134       9
 1045    4600      11
 1046    3610      12
 1047    4713       7
 1048    3960      75
 1049    3571      50
 1050    1109      51
 1050    4080       8
 1051    4997      22
 1052    2810      15
 1052    3314      21
 1053    3940       8
 1053    4467      26
 1053    4814      48
 1054    1309      53
 1054    1677      53
 1054    2202      23
 1055    1846      55
 1055    3078       9
 1056    1684      30
 1056    2580      80
 1057    4616      85
 1058    2246       3
 1059    4221      72
 1060    2658      85
 1061    2098      64
 1061    3600      57
 1062    1290       8
 1062    1777      63
 1062    4374      10
 1063    1085      20
 1063    1542      51
 1063    2985      21
 1064    3746      97
 1064    4243      83
 1065    2607      44
 1065    4195      51
 1066    2155      97
 1066    3339      84
 1066    4496      31
 1066    4603       5
 1067    1076      29
 1067    3885      35
 1068    1791      30
 1068    1961      49
 1068    3285      99
 1068    4432      52
 1069    2434      61
 1070    4184      34
 1070    4292      30
 1070    4750      55
 1071    1537      49
 1072    1397      18
 1072    2111      12
 1073    1843      40
 1073    2584      35
 1073    3996      72
 1074    4063      92
 1075    3014      48
 1075    3306       9
 1076    2133      88
 1076    3367      44
 1076    4373      31
 1077    4301      32
 1078    4475      29
 1080    2261      22
 1080    3344      64
 1081    1462      84
 1081    3908       6
 1082    1520      97
 1083    2593      48
 1086    3516      42
 1086    4311      96
 1087    2588      70
 1088    4838      96
 1089    3938      92
 1090    2114      59
 1090    3755      38
 1091    4264      97
 1092    1776      50
 1092    4649      97
 1093    1886      19
 1093    2377      89
 1094    1192      74
 1094    2758      99
 1094    4139      31
 1094    4553      14
 1095    1964      16
 1095    2110       6
 1095    3759      46
 1096    1929      36
 1096    2513      73
 1096    3316      75
 1097    3199       1
 1097    3976       9
 1097    4336      56
 1099    3684      22
 1100    3458      60
 1100    3937      85
 1100    4392      37
 1102    1702      70
 1102    1774      36
 1102    4013      87
 1103    1217       4
 1103    2461      45
 1103    3122      96
 1103    3874      19
 1104    2562      65
 1105    2357       2
 1105    2447      60
 1106    4673      19
 1107    2235       8
 1107    2469      47
 1107    3563      47
 1107    4035      59
 1108    1301      80
 1108    2458      42
 1110    3209      69
 1110    3926      22
 1110    4673      80
 1112    2304      75
 1112    2430      85
 1112    2883      16
 1113    1455      33
 1114    1925      45
 1115    2523      26
 1115    4998      60
 1116    3721      91
 1117    4111      91
 1118    1153      41
 1118    3979      98
 1118    4393       8
 1118    4757      32
 1119    2639      74
 1120    2758      91
 1122    2255      32
 1122    2583      92
 1122    2963      63
 1122    3286       6
 1122    3915      61
 1123    3175      77
 1125    1598       5
 1127    1562      12
 1127    4379      65
 1128    1704      12
 1130    3602       4
 1131    3423      55
 1132    3376      36
 1132    3857      15
 1133    2248      16
 1133    3935      19
 1134    2015      83
 1134    2775      54
 1135    4887      12
 1136    1578      87
 1136    1659      81
 1137    1367      56
 1138    3150       9
 1139    2527      94
 1139    2625      23
 1140    4361      49
 1141    1737      22
 1141    2960       1
 1141    3364      73
 1141    3946      93
 1142    1146      31
 1142    2647      83
 1142    2913      50
 1142    3246      77
 1142    3989      33
 1143    1412      24
 1144    4414      45
 1144    4978      77
 1145    1883       8
 1145    1988      26
 1147    2093      48
 1147    3193      11
 1148    2228      19
 1149    2610      67
 1149    3412      17
 1149    3596      34
 1150    4092      66
 1151    1810      77
 1152    2322      17
 1153    3952       8
 1153    4064      45
 1155    2237      10
 1156    1997      53
 1156    2416      21
 1156    3872      80
 1157    2534       6
 1157    4517      38
 1158    2672      16
 1158    4025      82
 1159    3645      34
 1160    2635      35
 1162    4474      14
 1162    4575      14
 1163    4828      83
 1164    1255      24
 1165    1289      15
 1167    2576      60
 1167    2718      68
 1167    3858      41
 1168    1571      81
 1168    1846      34
 1168    3815      54
 1168    4575      86
 1168    4744      17
 1169    1808      50
 1169    2690      90
 1169    4599      70
 1170    2559      51
 1170    2681      86
 1170    3392      35
 1170    4362      12
 1171    3182       1
 1172    2192      19
 1172    2665      49
 1172    2848      22
 1173    1877      85
 1174    1981      35
 1174    2075      69
 1174    2848      71
 1174    3116      18
 1174    3604      82
 1174    3692      83
 1174    4492      86
 1174    4871      78
 1175    4507      34
 1176    3141      81
 1176    3570      86
 1177    4836      49
 1178    1870       4
 1178    2470      37
 1178    2550       5
 1178    3107     100
 1178    3351      46
 1178    3493      71
 1178    4897      23
 1179    2423      92
 1180    2024      12
 1181    3119      26
 1181    3435      48
 1181    4807      69
 1182    2470      39
 1182    3808      77
 1184    4168      25
 1185    1186      83
 1186    1222      17
 1186    3036      20
 1186    3281      42
 1186    3981      74
 1187    1619      54
 1188    2589      13
 1188    3083      65
 1188    4977      25
 1189    2740      69
 1189    3910      42
 1190    3124       7
 1191    2387      26
 1191    2389      37
 1192    4056      38
 1193    2767      66
 1194    1566      91
 1194    2229      41
 1195    4319      53
 1196    4196      51
 1197    4082      70
 1198    1757      41
 1200    4557      13
 1201    1249      57
 1201    2166      69
 1204    3173      43
 1206    1476     100
 1206    1629      94
 1207    3190      42
 1208    3460       2
 1209    1731      13
 1209    4906       4
 1210    1524       2
 1210    1729      11
 1210    2851      86
 1211    4612      31
 1213    4325      50
 1214    2680      60
 1215    2072      87
 1216    1959      89
 1218    3144      15
 1219    1729      57
 1219    2505      17
 1220    3547      27
 1221    3591      60
 1223    3327      78
 1224    1438      12
 1224    1519      31
 1225    1412      64
 1226    2011      18
 1226    2242      53
 1226    3549     100
 1226    3930      56
 1227    4278      32
 1228    2664       2
 1229    1495      25
 1229    1716      52
 1229    4137      78
 1230    4299      48
 1231    2270      25
 1231    2627      61
 1231    2698      74
 1231    3643      88
 1231    3941      62
 1232    1237      25
 1233    1520       9
 1233    2680      82
 1233    3690      34
 1233    4620      11
 1234    3645      99
 1234    3733      87
 1234    4648      51
 1235    2461      58
 1236    1524      80
 1236    1604      69
 1236    3357       6
 1237    1405      41
 1238    3133      51
 1239    2549      66
 1240    4831      91
 1241    2961      28
 1241    4450      12
 1241    4498      10
 1242    1855      25
 1244    2614      30
 1245    1706      87
 1245    2263      37
 1247    1377      43
 1247    1520      70
 1247    3927      59
 1249    2986      26
 1250    3768      77
 1251    3002      32
 1251    3771      84
 1251    4428      15
 1251    4831      24
 1252    1513      16
 1252    2251      48
 1253    1606      76
 1255    1847      88
 1255    1989      25
 1255    3834      67
 1256    1877      84
 1256    4107      48
 1257    3119      39
 1257    3186      49
 1258    3594      33
 1259    1505      75
 1259    3019      64
 1259    4659      92
 1260    3603       8
 1261    3975      97
 1262    2785      99
 1263    3128       9
 1263    3660      66
 1264    4901      92
 1265    2387      47
 1266    2751       3
 1267    2069      14
 1267    2341      75
 1268    2974      65
 1269    4820      48
 1271    4012      10
 1272    1963      22
 1272    3664      86
 1272    3956      88
 1273    4994      46
 1275    2762      29
 1275    3360      85
 1275    4575      44
 1279    2758      73
 1279    3423      25
 1279    3517      19
 1279    4060      82
 1280    1470      60
 1281    3161      80
 1282    3305      86
 1283    2414      66
 1284    2609      18
 1284    3154      73
 1285    3148      14
 1287    3960      31
 1288    2440      69
 1290    2963      70
 1290    3115      56
 1290    3888      41
 1291    2190      83
 1292    2441      78
 1292    4203      94
 1292    4618      69
 1293    1643      77
 1294    2179      99
 1294    3118      18
 1295    1489      46
 1295    1906      68
 1295    3144      45
 1296    2839      94
 1297    2478      87
 1299    1421      88
 1299    2193      90
 1299    2206      47
 1299    3729      13
 1300    2834      59
 1301    1836      40
 1301    4258      76
 1302    4276      39
 1302    4326      16
 1302    4995      47
 1303    3220      13
 1303    4607      32
 1304    1537      36
 1304    3650      10
 1305    4244      15
 1307    2066      24
 1307    3802      48
 1307    4027      30
 1307    4108      25
 1307    4885      41
 1308    3109      42
 1309    2459      14
 1309    3450      43
 1311    2775      60
 1312    2237      87
 1313    2166      15
 1313    3783      87
 1313    4592      42
 1314    4793      10
 1315    2535      47
 1317    2029      40
 1317    3161      32
 1318    2459      47
 1318    4742      18
 1319    4594      53
 1320    4048      57
 1321    1560      86
 1321    1561      68
 1321    1593      67
 1321    2072      95
 1322    2794      11
 1323    2031      69
 1323    2213      67
 1324    3784      97
 1325    3757      41
 1326    2786      51
 1327    2130      89
 1327    4004      80
 1329    4129       5
 1329    4874      93
 1331    2255      64
 1332    2471      54
 1333    1939      40
 1335    4749      83
 1336    1591      90
 1336    3637      66
 1337    1456      79
 1337    1797      59
 1338    2668      85
 1339    4327      46
 1340    3243      38
 1341    2978      69
 1342    1977      55
 1342    2195      53
 1342    2502       5
 1342    2850       7
 1342    4149      11
 1342    4759      44
 1343    1625      72
 1344    1799       4
 1344    2374      99
 1345    4974       2
 1346    3148      25
 1346    4701       1
 1347    1649      45
 1347    2281     100
 1347    2530      86
 1347    2534      35
 1347    4649      75
 1348    3642      69
 1349    4277      83
 1349    4407      59
 1350    2414      27
 1350    2701     100
 1350    4612      79
 1351    4394      57
 1352    1934      75
 1352    2478      28
 1352    3282      87
 1352    3553       3
 1352    4024      98
 1353    2988      22
 1353    3162      56
 1356    3858      68
 1357    2048      17
 1357    4983      37
 1358    1642      94
 1358    3414      15
 1359    4475       6
 1360    3357      19
 1361    1712      69
 1362    3406       7
 1363    1779      14
 1365    2210       9
 1365    4124      78
 1366    1944      60
 1367    2661       1
 1368    2035       2
 1369    2610      37
 1370    2634      57
 1370    2859      85
 1370    3224       1
 1370    4454      50
 1371    3549      61
 1372    3859      24
 1373    4951      35
 1376    2116      82
 1376    3103      26
 1378    2856      75
 1379    4573      50
 1380    1447      17
 1380    2095      31
 1380    2851      78
 1380    3967      66
 1380    4503      10
 1381    4787       3
 1382    1810      78
 1382    3196      17
 1382    4249      38
 1382    4462      80
 1382    4610      98
 1383    3162      26
 1384    4940      52
 1385    1645      38
 1387    3239      44
 1388    4797      96
 1389    2797      16
 1389    3761      14
 1390    2148       4
 1390    2557      97
 1390    3372      35
 1390    3463      64
 1390    4767      28
 1391    1589      62
 1393    3442      37
 1394    1692      57
 1394    2294      51
 1394    2366      88
 1395    3621      22
 1396    1510       3
 1396    4837      24
 1397    4424      85
 1398    4632      73
 1400    4843      98
 1401    2956      84
 1402    2031      42
 1402    2512      76
 1404    3312      29
 1404    4883       4
 1405    2464      39
 1405    3245      32
 1405    3379      91
 1405    4622      69
 1406    1814      47
 1407    3172       9
 1408    1507      37
 1409    4768      25
 1410    4436       8
 1410    4856      46
 1411    3260      71
 1413    3522      88
 1413    4244      73
 1414    1757      32
 1417    4253       5
 1418    2149       8
 1418    4200      55
 1419    3174      12
 1419    4099      64
 1419    4795      98
 1420    3248       3
 1422    1464      88
 1423    4787      88
 1424    2410      11
 1425    4039      21
 1425    4357      80
 1426    3214      40
 1426    4236      14
 1427    3614       3
 1428    1836      79
 1428    3110       1
 1429    2397      38
 1430    2318      90
 1430    3624      57
 1431    1933      80
 1432    1465      27
 1433    2338      37
 1433    2395      98
 1434    4925       1
 1435    2165      76
 1436    3547      72
 1437    1989      12
 1437    4719      74
 1437    4941      49
 1439    1454      18
 1441    4389      55
 1443    2226      62
 1443    2573      56
 1443    4083      49
 1444    4503      86
 1445    2600      40
 1445    3245      90
 1445    3620      75
 1447    4046      85
 1449    1468      30
 1449    3143       6
 1450    2550      59
 1450    2678      42
 1451    4125      57
 1452    3811      44
 1452    4073       1
 1453    4041       5
 1454    2244      53
 1454    3319      96
 1454    3962      63
 1455    3215      28
 1456    3179      70
 1456    3861      47
 1457    4743      36
 1458    4646      19
 1460    4443      56
 1461    4149      69
 1462    1863      82
 1462    3336      14
 1462    4759      69
 1463    2529      92
 1464    2735      95
 1465    4125      68
 1466    2646      74
 1466    4969      77
 1469    3700      93
 1471    3535      49
 1472    1841      76
 1473    2262       2
 1473    3057      29
 1474    3081      70
 1475    2156      30
 1475    2249      27
 1475    2629      71
 1475    4321      64
 1476    1888      22
 1477    3256      13
 1478    1741      47
 1479    3116      95
 1480    3298      72
 1481    2122      56
 1481    4270      63
 1482    3201      93
 1482    4552       9
 1483    1658      36
 1484    2076      28
 1485    4821      92
 1486    1499      88
 1487    2291      73
 1488    1807      84
 1488    3074      71
 1488    3254      51
 1489    4761      55
 1490    3902      77
 1490    4894      99
 1490    4945      90
 1491    3628      77
 1491    4059      82
 1492    2095      94
 1492    3170      60
 1493    2611      71
 1494    3075      31
 1496    2014      71
 1497    4976      46
 1498    4725      59
 1500    3602       3
 1501    3019      96
 1501    3491      25
 1501    3985      68
 1502    3699      49
 1503    4012      99
 1504    3917      57
 1505    1701      97
 1505    2918      89
 1505    3805      57
 1505    3923      86
 1505    3960      15
 1505    4246      20
 1505    4989      86
 1506    2279      20
 1506    2445      16
 1506    3067      50
 1506    4859      88
 1506    4896       2
 1507    1820      82
 1507    3060      35
 1507    4470       7
 1507    4916      32
 1509    1708      66
 1511    2021      32
 1511    2232      66
 1512    3386      70
 1513    4477      76
 1514    1600      13
 1515    2674      77
 1515    3282      18
 1515    4743      91
 1515    4984      26
 1517    2662      90
 1518    1816      32
 1518    2036       7
 1518    2198      37
 1518    3503      64
 1518    4745      70
 1518    4932      28
 1519    3066      23
 1519    3526       7
 1519    4038      95
 1519    4952      65
 1520    1797      41
 1520    3840      20
 1521    4796      25
 1522    3751      84
 1523    2629      75
 1524    1570      49
 1524    2045      24
 1524    2732      53
 1524    2826      47
 1524    4616      19
 1524    4730      47
 1525    2497      56
 1525    2881      45
 1525    4873      68
 1526    2285      98
 1526    3692      73
 1526    4588      36
 1527    2380      55
 1527    4244      13
 1528    2316      44
 1528    2694      54
 1529    1549      70
 1529    3365       3
 1530    4288      19
 1531    2594      52
 1532    2127       3
 1533    3229      17
 1533    3433      35
 1534    2998       1
 1535    1731      21
 1535    2023      73
 1535    3135      50
 1535    3410      69
 1536    3869      35
 1537    2885      99
 1537    3367      92
 1538    3137       9
 1539    3329      99
 1540    2167      65
 1541    4936      16
 1542    4739      22
 1544    3501      18
 1545    2830      45
 1547    1781      13
 1547    3131      32
 1547    4267     100
 1548    1658       1
 1549    2467      68
 1551    1691      55
 1551    2938      10
 1552    2026      82
 1552    2247      92
 1552    3309      15
 1553    4330      34
 1554    1609      70
 1554    3371       2
 1555    3250      38
 1555    3539      63
 1556    3082      90
 1556    3361      52
 1557    2999      83
 1557    4682      31
 1558    2092      49
 1559    3759      52
 1559    4621      11
 1560    2736      27
 1560    3188      78
 1563    4974      82
 1564    2367      90
 1566    1575      50
 1567    2819      96
 1568    4379      41
 1569    2374       3
 1569    2505       1
 1570    3521      84
 1570    3612      35
 1570    4164      72
 1570    4351      64
 1570    4974      94
 1572    2133      36
 1573    4162      95
 1573    4183      24
 1573    4315      84
 1573    4529      97
 1574    4930      39
 1576    4576       4
 1577    2319      45
 1577    4480       6
 1579    3812      20
 1579    4137       7
 1580    4756       2
 1581    1874      56
 1581    1974      71
 1581    4927      57
 1584    1646      81
 1584    2564      39
 1584    2627       9
 1584    4484      99
 1586    2910      22
 1586    3120      21
 1587    3516       4
 1588    2974      72
 1588    3464      45
 1588    3975      17
 1589    1696      85
 1589    1927      46
 1590    3220      15
 1591    1703      62
 1592    1813       7
 1593    3237      67
 1594    2490      91
 1595    2072      32
 1595    3559       8
 1595    4254       7
 1596    1753      52
 1597    4277       2
 1598    1617      75
 1598    2994      56
 1598    4739      34
 1599    1827      82
 1600    4612      45
 1601    2008       9
 1601    2839       7
 1601    3524      18
 1601    3901      49
 1602    1979      34
 1604    1662      83
 1604    2729       5
 1605    4581      10
 1606    1926      97
 1607    2520      99
 1607    2756      34
 1607    3205      29
 1608    1857      53
 1610    1684      84
 1610    3323       4
 1610    4791      40
 1612    3409       9
 1613    2685       8
 1613    3972      25
 1613    4972      69
 1614    3342      41
 1615    2054      96
 1616    3509      65
 1617    2479      17
 1617    3824      74
 1618    2967      13
 1618    4287      37
 1619    1771       4
 1619    1961      68
 1619    2335      48
 1619    3547      64
 1620    4620      57
 1621    2093      14
 1623    2088      12
 1623    3434      41
 1625    1827      74
 1626    3033      56
 1626    4261      19
 1627    3740      13
 1628    4757      30
 1629    4535      88
 1630    4730      77
 1631    2271      72
 1631    4022      33
 1631    4445      60
 1632    3629      71
 1633    2648      50
 1633    2979      65
 1634    3904      71
 1635    5000      89
 1636    3179      82
 1637    1959      90
 1637    2442      73
 1638    1863      99
 1638    2927      54
 1638    4848      22
 1639    3065      63
 1640    1661       9
 1640    1964      66
 1640    2175      90
 1640    4121      39
 1641    4166      86
 1642    4042       8
 1643    3190      85
 1643    3302      93
 1644    2923      35
 1647    4531      89
 1648    3670      84
 1648    4829      81
 1649    1682       5
 1649    3160      85
 1650    3425      55
 1651    1687      57
 1652    2506      31
 1652    3918       6
 1654    4102      94
 1655    3101      74
 1656    2348      56
 1657    2830      80
 1657    3801      16
 1659    2024       1
 1659    3177      99
 1659    3592      91
 1660    2643      28
 1660    2948      62
 1660    3182      63
 1660    3242      17
 1660    3284      81
 1663    2299      11
 1665    2335      18
 1666    4133      59
 1667    3256      19
 1668    3768      86
 1669    3757      35
 1670    4299      74
 1670    4728       5
 1671    2482      70
 1671    3417      76
 1671    4576     100
 1673    1992      75
 1673    3192      97
 1674    4651      83
 1675    2548      23
 1676    4882      32
 1678    2350      98
 1679    2809      38
 1679    4800      27
 1679    4974      22
 1680    4316      14
 1681    3505      20
 1683    2290      76
 1683    2453      11
 1684    3666      69
 1685    2481      57
 1685    2493      26
 1685    3129      76
 1687    2063      95
 1687    4240      61
 1688    3095      33
 1690    3136      24
 1691    4495      29
 1692    2004       6
 1693    4304      63
 1694    2372      79
 1694    3583      70
 1694    3817      10
 1695    3143      89
 1696    2040      11
 1699    4086      93
 1700    2611      63
 1700    3317      90
 1701    4313      57
 1703    2696      82
 1703    2837      41
 1703    4583       1
 1704    1987      25
 1705    2922      80
 1706    2536      40
 1706    3075      28
 1706    4564      45
 1706    4964      32
 1707    4961      69
 1708    2752      97
 1710    1729      62
 1711    1724      66
 1711    2312      63
 1711    2581      13
 1711    4387      32
 1712    3443      10
 1712    4396      25
 1713    3483      27
 1714    4623      64
 1714    4851      69
 1715    3778      48
 1717    4650       7
 1718    2239      37
 1718    2588      86
 1719    3230       6
 1719    3830       5
 1719    4403      61
 1719    4780      85
 1720    3084      97
 1720    3313      37
 1720    4074      33
 1722    4967      50
 1723    4445      37
 1725    1855      32
 1725    2631      73
 1725    3218      74
 1726    3664       1
 1727    4207      77
 1728    3775      62
 1729    2483      84
 1729    4394      59
 1730    2619      54
 1730    3518      66
 1731    2155       6
 1731    2625      71
 1732    3514      23
 1734    2484      22
 1734    2659      35
 1735    2405      64
 1736    3427       4
 1737    2559      41
 1738    2200      63
 1739    3603      22
 1740    4555      82
 1742    4127      24
 1743    2134      77
 1744    4011      23
 1745    1899      12
 1746    3706      51
 1747    2315      95
 1749    2169      21
 1749    2792      33
 1750    2680      57
 1750    4806      38
 1751    4692      80
 1754    3044      57
 1754    3444      44
 1755    3854      50
 1756    2092      26
 1757    2205      35
 1757    4892      52
 1758    4252      49
 1759    4723      68
 1760    2562      81
 1760    4404       7
 1762    4422      58
 1763    1996      60
 1763    2765      84
 1763    3246      24
 1763    3278      81
 1765    2337      61
 1766    3552      68
 1768    4701      31
 1769    4596      41
 1769    4917      28
 1770    4597      61
 1772    2335      18
 1773    4926      80
 1775    2139      36
 1775    2554      46
 1775    2832      76
 1775    4678      97
 1775    4702      89
 1778    4834      57
 1780    4643      92
 1782    2808      31
 1783    3423      86
 1784    2238      60
 1784    2560      95
 1784    4309      72
 1785    4997      65
 1786    2613      72
 1786    3330      30
 1787    2711      80
 1788    3490      75
 1789    3568      68
 1789    4164      37
 1790    3082      80
 1790    3928      19
 1791    2027       5
 1792    3233      30
 1793    4263      78
 1794    3504      77
 1794    3667      10
 1795    2998      92
 1796    2557      99
 1797    1974      63
 1797    4889       1
 1798    2844      43
 1799    2558      27
 1800    2758      15
 1801    1888      89
 1802    2878      80
 1802    4581      84
 1803    4114      57
 1804    3262      63
 1805    4820      35
 1806    2647      67
 1806    3183      47
 1807    3622      55
 1809    4903      33
 1810    3213      91
 1810    3899      76
 1812    2350      15
 1813    3714      24
 1813    4818      51
 1814    2419      84
 1814    4811      30
 1815    1847      36
 1815    3659      95
 1815    4456       4
 1817    3309      56
 1817    3967      83
 1818    1916      73
 1819    2992      23
 1820    4156      61
 1820    4469      73
 1821    2361      57
 1821    2524      88
 1821    3898      88
 1821    4605      89
 1822    2145      35
 1822    2621      96
 1823    3623      69
 1824    2811      59
 1824    3199      22
 1825    3329      37
 1826    2662      30
 1826    3713       1
 1826    4636      20
 1827    2710      87
 1827    2799      54
 1827    4784      16
 1828    4193      90
 1829    3929      67
 1829    4771      90
 1830    4299      71
 1831    1939      28
 1831    2484       9
 1831    3535      36
 1831    4011      76
 1831    4877      15
 1832    2661      83
 1832    3124      32
 1832    3701      76
 1834    4201      43
 1835    4392      22
 1836    1895       2
 1836    4579       9
 1837    3407      87
 1837    3827      82
 1837    4989      41
 1838    3482      79
 1838    4484      48
 1839    2116      53
 1841    2107      80
 1841    3089      82
 1842    2148      10
 1842    4005      63
 1843    1928       3
 1843    4124      24
 1844    2851      61
 1844    3147      27
 1844    4119      43
 1844    4434      49
 1846    3860      55
 1847    2751      52
 1847    3438      47
 1848    3368      55
 1848    3372      13
 1849    2703      57
 1850    4153      90
 1851    1987       2
 1851    2014      62
 1852    4418      23
 1854    4106      65
 1855    4102      90
 1857    2335      62
 1857    2423      95
 1858    2993      50
 1858    4693      27
 1858    4957       1
 1859    2453      26
 1859    2787      50
 1859    4937      77
 1860    3015      30
 1860    3570      13
 1860    4092      24
 1861    3358      29
 1861    3730       4
 1861    3953      74
 1862    3682      51
 1862    4901      15
 1864    3815      13
 1865    4050      15
 1866    3124      13
 1866    4508      92
 1866    4789      22
 1868    3214      15
 1868    3764      87
 1869    2593      91
 1870    2935      58
 1870    3252      90
 1870    4749      81
 1871    2061      45
 1872    3531      88
 1872    4081      42
 1876    2578      87
 1878    4796      73
 1879    4873      65
 1880    4188      32
 1882    3876       5
 1882    4680      97
 1883    4318      36
 1884    2537       5
 1885    2246       7
 1885    2742      34
 1886    3848      17
 1888    4383      56
 1889    2586      24
 1890    4934       2
 1891    2786      97
 1891    4073       1
 1892    2894      10
 1892    4502      65
 1893    4516       4
 1894    2534      83
 1894    2777      60
 1894    4589      47
 1895    2201      25
 1896    4367      59
 1896    4409      99
 1897    2283      18
 1898    2633      20
 1898    4546      12
 1899    1908      47
 1899    3360      92
 1899    3372      97
 1899    4196      31
 1901    1920      35
 1903    4676      90
 1904    1934      51
 1905    2782      29
 1907    4994      10
 1909    4801      37
 1910    4620      54
 1911    4375      23
 1911    4805       2
 1911    4853      82
 1912    2109      38
 1913    3545      24
 1914    3079      54
 1915    2545      85
 1915    4490      98
 1917    3649      95
 1917    3741      66
 1917    4515       8
 1918    4346      73
 1919    3203      37
 1920    3423      30
 1921    2012      63
 1921    3377      85
 1921    4661      97
 1922    2073      36
 1922    3052      63
 1922    3131      71
 1922    4538      90
 1924    4864      28
 1925    2216      66
 1925    3452      24
 1925    3591      76
 1925    4794      52
 1925    4982      42
 1926    2303      43
 1928    4740      55
 1930    2472      79
 1931    2998      52
 1932    2547      65
 1932    3297      81
 1932    4849      50
 1933    2391      20
 1934    4023      80
 1935    3019       4
 1937    2061      42
 1938    4043      80
 1938    4834      80
 1939    2945      18
 1940    1957      82
 1940    3826      47
 1941    2578      71
 1941    3752      63
 1942    2213      23
 1942    4727      66
 1943    3602      60
 1944    2706       3
 1945    2101      90
 1945    4166      27
 1946    2305      39
 1947    3149      56
 1948    1980      77
 1948    4004      57
 1949    4709      70
 1950    3515      81
 1950    4063      76
 1951    2916      87
 1952    4971      76
 1953    3596      25
 1954    3553      90
 1954    4214       5
 1955    2373      24
 1955    2739       2
 1956    4488      43
 1956    4604      27
 1957    2387       7
 1960    3059       5
 1961    1998      92
 1961    2401      60
 1961    3605     100
 1961    3746      10
 1961    4620      29
 1962    2800      21
 1963    2992      17
 1964    2128      81
 1964    2392      78
 1964    3446      81
 1964    4794      31
 1964    4956      29
 1965    4290      27
 1966    2467      85
 1967    4371      49
 1968    2963      95
 1969    3742      75
 1969    3900      25
 1970    4205       6
 1970    4642      62
 1971    4111      65
 1972    2339      35
 1974    4155      18
 1976    4086      64
 1979    2578       8
 1979    3771      54
 1981    2810      12
 1982    2989      41
 1984    2684       2
 1986    3198      22
 1987    3131      68
 1987    3623       3
 1987    3788      18
 1987    4131      33
 1989    3432      95
 1990    4823      24
 1991    2113      48
 1991    3290      37
 1991    4413      45
 1991    4416       2
 1992    3833      49
 1994    3379      96
 1995    2951      80
 1996    4533      39
 1997    3803      94
 1999    2803      70
 2000    3037      30
 2002    3081      52
 2002    3721      20
 2003    2944      40
 2004    3076      80
 2005    2488      42
 2005    3408       4
 2010    3423      57
 2010    4084      20
 2011    2779      68
 2011    3364      71
 2011    3836      79
 2013    2257      73
 2016    3959      63
 2017    2345      99
 2017    2371      65
 2017    2382      63
 2017    4325      66
 2017    4383       7
 2018    2753      28
 2018    3713      71
 2019    3201      17
 2020    4184      67
 2021    4110      71
 2021    4500      25
 2022    2895      86
 2022    3277       7
 2022    4696      80
 2023    2617      40
 2024    3804      46
 2027    2388      98
 2028    2320      71
 2029    2924      63
 2029    3840      43
 2030    2284      89
 2030    2858      83
 2030    3279      76
 2032    2560      68
 2033    4468       4
 2034    3715      58
 2036    2522      76
 2036    2638      16
 2036    4735      87
 2037    3776      39
 2037    4300      74
 2038    4578      84
 2039    2755      80
 2040    3381      21
 2041    2412      54
 2041    2578      90
 2042    2497      86
 2042    2872      24
 2043    4911      45
 2044    4811      26
 2046    2397      94
 2047    4136      53
 2047    4188      99
 2048    4393      22
 2049    3720       6
 2051    4390      41
 2053    4226      74
 2053    4872       7
 2054    3106      23
 2054    3303      50
 2054    4615      21
 2057    2354       3
 2059    3429     100
 2061    3497      15
 2061    4600      10
 2062    2825      79
 2064    4663      65
 2065    4987      24
 2067    4457      88
 2070    4791      48
 2071    3016       4
