 5000   25000
  423    3115      43
  423    3696      51
  423    4321      76
  423    4578      70
  423    4583      55
  423    4697       9
  423    4899      61
  424     547      38
  424     624      61
  424    1535      46
  424    2109       3
  424    2416      90
  424    2554      32
  424    3286      52
  424    4290      91
  424    4594      72
  425     564      78
  425     942      91
  425    1426      63
  425    1742      24
  425    2679      64
  425    2688      74
  425    2744      39
  425    2953      56
  425    2962      34
  425    3038      27
  425    3163       7
  425    3782      93
  425    3881      40
  425    3882      98
  425    4137      21
  425    4989      17
  426     924      37
  426    1436      35
  426    1676      97
  426    3378      36
  426    3503      24
  426    4154      35
  426    4241      44
  427     466      88
  427     985      18
  427    1011      25
  427    1053      67
  427    1062      47
  427    1133     100
  427    2115      80
  427    2426      40
  427    3249       6
  428    2038       2
  428    2671      38
  428    2797      83
  428    3502      15
  428    3552      82
  429     502      41
  429    1012      69
  429    1528      89
  429    1706      62
  429    1815      84
  429    2120      12
  429    2174      66
  429    2377      20
  429    2515      17
  429    3316      59
  429    3885      41
  429    4137      66
  430    1806      46
  430    2070      32
  430    2190      79
  430    3662      17
  430    3920      67
  430    3937       7
  430    4453      12
  431    1023      56
  431    1093      96
  431    1402      80
  431    2559      19
  431    3041      91
  431    4144      42
  431    4173      48
  432    1701       2
  432    1759      20
  432    2362      47
  432    2686       8
  432    3044      33
  432    3726      71
  432    3775       7
  432    4066      38
  432    4371      12
  432    4474      81
  432    4664      59
  433    1136      46
  433    1286       3
  433    2126      67
  433    2351      81
  433    2514      94
  433    2632      13
  433    2782      89
  433    4673      92
  434    1097      35
  434    1659      89
  434    2421      21
  434    2752      74
  434    3179      35
  434    3754      58
  434    3859      28
  434    3884      30
  434    4446      99
  434    4579      29
  435     631      16
  435    1078      47
  435    1755      92
  435    2025      25
  435    3950      97
  435    4620      46
  436    1271      46
  436    1971      63
  436    3208      12
  436    3330      13
  436    3349      76
  436    3630      58
  436    4246      20
  436    4307      37
  436    4365      94
  436    4967      73
  437    1651      71
  437    3022      88
  437    3097       3
  437    3414       3
  437    3493      49
  437    3756      51
  437    4261      57
  438     880       8
  438    1190      57
  438    2118      26
  438    3778      29
  438    3870      98
  438    4204     100
  438    4312      38
  438    4725      45
  439    1109      37
  439    1596      43
  439    1915      79
  439    2100      51
  440    2422      23
  440    2759      69
  440    3214      21
  440    4318      33
  440    4393      56
  440    4744      95
  440    4934      48
  440    4950      13
  441     629      69
  441     865      63
  441    1067      21
  441    1109      69
  441    1373      70
  441    2046      85
  441    2169      83
  441    3497      63
  441    3687      50
  441    3789      81
  441    4174      20
  442     978      39
  442    1223      19
  442    1921       2
  442    2025      99
  442    2060      68
  442    2141      47
  442    4841      69
  443     472      11
  443    1042      23
  443    1334      85
  443    1586      33
  443    1819      33
  443    1831      77
  443    2665      59
  443    3140      62
  443    3378      83
  443    3789      80
  443    4028      12
  443    4320      53
  443    4600      22
  444     895      54
  444    1099      68
  444    2398      68
  444    3615      12
  444    3982      44
  444    4503      83
  444    4817      80
  445     628      13
  445    2124      65
  445    2398       6
  445    4528      69
  445    4775      44
  445    4971      20
  446    1146      49
  446    1189      54
  446    1272      44
  446    1870      77
  446    2391      23
  446    2946      19
  446    2995       4
  446    3108      21
  446    3119      32
  446    3542      28
  446    4233      24
  447     737      45
  447     884      64
  447    1143      73
  447    1507     100
  447    2611       4
  447    2612       2
  447    2792      95
  447    3626      77
  447    4246      47
  448    1005      59
  448    2222      41
  448    2646      86
  448    2670      64
  448    3355      62
  448    3464      72
  448    4234      81
  448    4244      96
  448    4669      54
  448    4883      49
  449     515      89
  449    1280      61
  449    1586      90
  449    1828       8
  449    2305      74
  449    3207      93
  449    3974      46
  449    4058      15
  449    4497      65
  450     556      78
  450     822      15
  450    1070      66
  450    1244      79
  450    1703      14
  450    2377      74
  450    3594      34
  450    3775      16
  450    3834      86
  450    3954      31
  450    3983      17
  450    4810      65
  451     515      96
  451     780      50
  451    1238      47
  451    1468     100
  451    2328      44
  451    2787      58
  451    3987      33
  451    4147      28
  451    4496      33
  451    4540      50
  452     595       2
  452     668      51
  452    1777      42
  452    2120      19
  452    2908      93
  452    2977      43
  452    3680      58
  452    3868      12
  452    4464      31
  452    4811      34
  453     918      86
  453    1130       5
  453    1710       3
  453    2672      12
  453    3281      89
  453    3590      37
  453    4038      15
  454     609      99
  454    3453      59
  454    4419      19
  454    4710      69
  455    1051      15
  455    1569      17
  455    2274      67
  455    3996      24
  455    4704      41
  456    1120      98
  456    3076      55
  456    3087      15
  456    3295      37
  456    4085      22
  456    4444       1
  457     510      65
  457     869      65
  457    1834     100
  457    2743      70
  457    3160      22
  457    3175      17
  457    4583      37
  457    4815      11
  458     611      70
  458    1330      54
  458    1438      57
  458    1856      76
  458    2312      37
  458    2646      27
  458    3252      35
  458    3575      45
  458    4199      54
  458    4992      62
  459     527       6
  459    1098      62
  459    1427      17
  459    2117      84
  459    2297      25
  459    2329      64
  459    2470       4
  459    2914      74
  459    3577      27
  459    4480      36
  460     841      48
  460    1602      19
  460    3115      96
  460    4410      86
  460    4782      15
  461     714      54
  461    2113      47
  461    3118      31
  461    3418      67
  461    3503      63
  461    4074      24
  461    4281      39
  461    4328      58
  462     484      16
  462     728      33
  462    1001      30
  462    3359      49
  462    3782      31
  462    3883      13
  462    3980      30
  462    4939      27
  463    1230      35
  463    1452      18
  463    1793      31
  463    2038      30
  463    2346      31
  463    2803      30
  463    3205      17
  463    3266       8
  463    3505      56
  463    4066      70
  463    4823      76
  464    2205      17
  464    4451      65
  464    4977      72
  465     541      16
  465    1034      44
  465    1992      20
  465    2020      48
  465    2818      12
  465    2833      28
  465    2944      62
  465    3756      83
  465    4216      49
  465    4684      18
  466     865       5
  466    1487      49
  466    1528      80
  466    1772      56
  466    2270      38
  466    2573      46
  466    3408      44
  466    3932      57
  466    4648      53
  466    4808      18
  466    4864      66
  467     733      49
  467     853      55
  467    2405      47
  467    2747      28
  467    2833      65
  467    3385      60
  467    3895      42
  467    4024      42
  467    4362      89
  468    1056      94
  468    1595      12
  468    2197      34
  468    2511      99
  468    2809      48
  468    3291      19
  468    3601      94
  468    4314      14
  468    4470      38
  469     806      16
  469    2374      45
  469    2807      23
  469    3186      77
  469    3382      18
  469    4253      55
  469    4400      60
  469    4724      44
  469    4728      40
  469    4863      88
  470     584      50
  470     623      70
  470    1463      58
  470    1957      80
  470    2928      20
  470    3022      80
  470    4112      38
  470    4418      22
  470    4655      35
  471    1095      61
  471    2234      32
  471    3651      95
  471    3686      21
  471    4578      74
  471    4652       5
  472    2021      19
  472    2090      41
  472    2488      92
  472    3274      82
  472    3394      46
  472    4082      52
  472    4338      40
  472    4882      33
  473     776      30
  473    2140      14
  473    2395      71
  473    2439      32
  473    2661      72
  473    2770      42
  473    3224      73
  473    4433      30
  473    4715      59
  474    1877      76
  474    2187      95
  474    2203      47
  474    2705      54
  474    3665       3
  475     599      17
  475    1380      71
  475    1993      94
  475    2146      20
  475    2279      74
  475    2855      61
  475    3690      89
  475    3928      29
  475    4130      80
  475    4227      21
  475    4417      56
  475    4583      60
  475    4772       2
  476    1045      91
  476    1706       2
  476    1945      12
  476    2158      84
  476    2240       1
  476    3810      94
  476    4385      16
  476    4680      34
  476    4769      53
  476    4857      71
  477     573      47
  477    1381       4
  477    1730      55
  477    2691      96
  477    3360      23
  477    3688      22
  477    4608      58
  478    1530      26
  478    2968       4
  478    3057      45
  478    3447       1
  478    3831      94
  478    4296      44
  478    4494      74
  479    1078      10
  479    1121       7
  479    1718      17
  479    1903      48
  479    2009      84
  479    2256      88
  479    2342      59
  479    2401       7
  479    3148      90
  479    3632       6
  479    3806      94
  480    1174      22
  480    1280      53
  480    1472      86
  480    1831      41
  480    2399      77
  480    3434      55
  480    4785      42
  480    4967      63
  481     607      23
  481     722       6
  481    2547      36
  481    2684      49
  481    3337      26
  481    3517      45
  481    3624      60
  481    3926      42
  481    4784       7
  481    4993      24
  482     536      56
  482    1197      35
  482    3417      83
  482    3847      72
  482    4191      66
  482    4644      21
  482    4895      96
  483     566      70
  483     770      83
  483    1163       5
  483    1202      17
  483    1684      50
  483    3061      49
  483    3568      69
  483    3761      94
  483    4283      79
  483    4343      77
  483    4692      81
  484     575      63
  484     819      59
  484    2104      88
  484    2126      22
  484    2414      58
  484    2466      43
  484    2862      68
  484    3364       2
  484    3712      59
  484    4061      76
  484    4124       2
  484    4464      84
  484    4912      49
  484    4928      97
  484    4970      89
  485     548      44
  485    1860      97
  485    1964      21
  485    2284      33
  485    2289      70
  485    2885      13
  485    3804      94
  485    4406      35
  485    4775      32
  485    4928      10
  485    4936      19
  485    4993      52
  486    1458      17
  486    1485       3
  486    1687       2
  486    1968      93
  486    2060      93
  486    2556       5
  486    3457      73
  486    3626      19
  486    3652      12
  486    4409      25
  487     578      16
  487    1680      41
  487    2159      75
  487    2837      57
  487    3678      78
  487    3791      11
  487    4019      14
  487    4213      94
  487    4799      95
  487    4855       7
  488     993      37
  488    1101      48
  488    2195      72
  488    2237      63
  488    2326      18
  488    2661      47
  488    3538      78
  488    3717      70
  488    3920      99
  488    4211      36
  488    4922      20
  489     969      13
  489    1462      42
  489    1514       6
  489    2143      32
  489    2642      21
  489    3537      98
  490     636      15
  490     680      86
  490    1292      56
  490    1706      42
  490    3962      35
  490    4366      84
  490    4483      54
  490    4685       5
  490    4883      23
  490    4906      15
  491    1282      12
  491    2320      13
  491    2470      83
  491    2493      92
  491    3249      91
  491    3807      66
  491    4209      27
  491    4260      10
  491    4698      62
  491    4929      83
  491    4949      90
  492    2021      25
  492    3539      46
  492    3661      92
  492    4705      63
  492    4979      93
  493     966      83
  493    1060      48
  493    1227      53
  493    2066      15
  493    2305      32
  493    3151      75
  493    3763      19
  494     566      52
  494    2005      44
  494    2702      42
  494    3052      19
  494    4017      25
  494    4132      79
  495     659      77
  495     783      26
  495    1052      53
  495    1288      26
  495    1401      82
  495    1814      89
  495    1890      69
  495    1948      44
  495    2115      67
  495    3038      91
  495    3458      45
  495    3613      62
  495    4230       8
  496     641      18
  496     792      33
  496     983      20
  496    1349      36
  496    1808       7
  496    2207      46
  496    2433      99
  496    2891      42
  496    3350      78
  496    3534      45
  496    3650      12
  496    4138      58
  496    4189      37
  496    4430      41
  496    4827      81
  497     994      42
  497    1011       7
  497    2063      23
  497    2431      78
  497    2740      88
  497    3241      82
  497    3538       5
  498     676      29
  498    1009      83
  498    1051      51
  498    1110      37
  498    1316      97
  498    1765      99
  498    1856      51
  498    2892      10
  498    2950      80
  498    3571      59
  498    3964      91
  498    4995      75
  499     964      78
  499    1423      39
  499    2181      34
  499    2686      89
  499    2688      98
  499    3388      31
  499    3565       2
  499    3766       4
  499    3802      72
  500     689      64
  500    1451      65
  500    2799      57
  500    2818      70
  500    3133      84
  500    3150      10
  500    3235      60
  500    4554      48
  501     752      51
  501     806      74
  501     849      84
  501     912       2
  501    1282      30
  501    1844      63
  501    3621      91
  501    4274      25
  501    4296      20
  501    4469      47
  501    4600      18
  502     651      79
  502     681      32
  502     861      49
  502     951       8
  502    1399      33
  502    1421     100
  502    1526       5
  502    1758      90
  502    1980      74
  502    3307      28
  502    3936       7
  502    3942      32
  502    4435      35
  503    1304      46
  503    1872      39
  503    1904      11
  503    1968       8
  503    2048      48
  503    2810      55
  503    2998      92
  503    3078      32
  503    3627      71
  503    4198      56
  503    4458      34
  503    4587      62
  503    4606      72
  503    4919      37
  503    4959      43
  504    1280       5
  504    1416      34
  504    1836      20
  504    3111       7
  504    3248      31
  504    3462      22
  504    3538       8
  504    3800      90
  504    4005       5
  504    4543       2
  505     817      86
  505    1311      10
  505    1390      79
  505    1567      28
  505    2159      49
  505    2538      43
  505    2953      28
  505    3134      72
  505    3540      93
  505    3663      57
  505    3715      89
  505    3835      35
  505    4092       4
  506     815      80
  506     902      13
  506    2300      26
  506    3741      15
  506    3964      97
  506    4063      80
  506    4946      12
  507    1159      65
  507    2735      89
  507    3346      10
  507    3525      93
  507    3619      27
  507    3716      65
  507    3952      58
  507    3993      14
  508    1043      45
  508    1396      63
  508    2950      52
  508    3316      11
  508    3458       1
  508    3706       5
  508    3848      48
  508    4076      27
  508    4363      45
  509    1009      14
  509    2104      17
  509    2183      41
  509    2841       4
  509    3174      22
  509    3769      57
  509    4447      52
  509    4722      47
  509    4885      83
  510    1390      31
  510    1560      33
  510    1600      10
  510    2602       5
  510    3804      73
  510    4131      30
  511    1745       5
  511    2273      24
  511    2861      69
  511    3060      42
  511    3589      46
  511    4401      87
  512    1735      53
  512    2392      77
  512    2675      32
  512    3746      13
  512    3995      85
  512    4175      84
  513     749     100
  513    1049      71
  513    1154      27
  513    1570      78
  513    1623      35
  513    1906      66
  513    2227       7
  513    2680      39
  513    2738      44
  513    3273      67
  513    3351      26
  513    4711      22
  513    4932      64
  514    1385      43
  514    2001      11
  514    2278      11
  514    2366      53
  514    2475     100
  514    3066      69
  514    3306      94
  514    3339      69
  514    3484      17
  514    3505      40
  514    4173      22
  514    4364      90
  514    4827      91
  515     548      58
  515     610      65
  515     700      53
  515    1059       1
  515    1354      51
  515    1550      71
  515    2293      73
  515    2333      67
  515    2474      71
  515    2530      95
  515    4262      98
  515    4476      72
  516    1448      41
  516    1723      43
  516    2184      18
  516    2445      37
  516    2671      41
  516    3978      68
  516    4432       4
  516    4487      45
  517    1061       5
  517    1331      53
  517    3039      57
  517    3328      78
  517    3363      70
  517    3376      83
  517    4006      41
  517    4290       4
  517    4526      12
  517    4751      45
  518     556      81
  518     947      88
  518    1089      83
  518    1432      90
  518    1892      78
  518    2338      92
  518    3704      64
  518    3827      77
  518    3912      61
  518    4441      34
  518    4640      15
  518    4980      39
  519     792       5
  519     932      45
  519     977      37
  519    1674      81
  519    2141      83
  519    2234      72
  519    2277      24
  519    2361      70
  519    2364      60
  519    3013      80
  519    3962      95
  519    4812      84
  520    1437      62
  520    2091       4
  520    2367      64
  520    2435      68
  520    2830      70
  520    2924      69
  520    3036      94
  520    3298      92
  520    3508      67
  520    4282      88
  521    2018      48
  521    2138      11
  521    2159      76
  521    2236      54
  521    3489      84
  521    3755      63
  521    4586       8
  521    4919      39
  522     806      12
  522    2717       3
  522    3302      62
  522    3350      63
  522    3800      80
  522    3897      41
  522    4102      29
  522    4499      30
  522    4981      19
  523     602      57
  523     676      66
  523     719       3
  523     915       7
  523    1050      55
  523    1282      23
  523    1439      94
  523    2032      41
  523    2165      78
  523    2750      31
  523    2822      19
  523    2966      64
  523    4080      10
  523    4523      73
  523    4911      91
  524    1006      80
  524    1014       5
  524    2130      64
  524    2192      95
  524    2259      84
  524    4339      26
  525     861      21
  525    1285      30
  525    1891      13
  525    2615      67
  525    2883      16
  525    3213      50
  525    4343      38
  525    4905      89
  526    1637      78
  526    2802      48
  526    3172      72
  526    3363      38
  526    3493      58
  526    3914      11
  526    4280      45
  526    4689      54
  527    1651      92
  527    3457      12
  527    3884      34
  527    4381      13
  527    4472      86
  528     691      13
  528     699      37
  528     832      72
  528     986      77
  528    1068      39
  528    1610      62
  528    1966      44
  528    2330      76
  528    2410      82
  528    2541      92
  528    3087      71
  528    3788      51
  528    4050       1
  528    4544      68
  528    4810      85
  528    4994      82
  529    1922      95
  529    4822       2
  529    4833      10
  530     684      68
  530    1627      77
  530    2282      19
  530    2406      85
  530    2437      60
  530    3260      37
  530    3767      75
  530    3782      50
  530    4193      98
  531    1183      74
  531    1649      97
  531    1729       6
  531    1858      20
  531    1945      49
  531    3421      23
  531    3682      67
  531    4147      70
  531    4506      52
  531    4793      67
  532     980      65
  532    1507      17
  532    1991      33
  532    2119      21
  532    2351      94
  532    2488      96
  532    2892      69
  532    3036      39
  532    3351      65
  532    4728      90
  532    4952      44
  533     796      19
  533    1225      76
  533    1585      27
  533    1620      92
  533    4060      52
  533    4531      69
  533    4642      51
  534     813      49
  534    1842      63
  534    2522      64
  534    2713      62
  534    2926      83
  534    3202      83
  534    3672      86
  534    3924      27
  535    1254      28
  535    1808      11
  535    1840       6
  535    1970      88
  535    2241      76
  535    2270      12
  535    2350      22
  535    2611      43
  535    2982      18
  535    3358      70
  535    3459      22
  535    4297      90
  535    4511      30
  535    4582      24
  535    4730       1
  535    4848      19
  535    4989      96
  536    1158      15
  536    1926       7
  536    2230      68
  536    2981      35
  536    3510      52
  536    3948      61
  536    3956       2
  536    4747      72
  537     753      38
  537    2085      97
  537    4650      88
  537    4747      74
  537    4885      68
  538     920      75
  538    1778      77
  538    2095      34
  538    2215       7
  538    3052      28
  538    3495      52
  538    4787      93
  538    4956      74
  539     869      51
  539    1800      34
  539    2019      22
  539    2335      62
  539    2640      30
  539    2706      96
  539    3093      82
  539    3200      16
  539    3347      79
  539    3685      34
  539    3696      53
  539    4383      23
  539    4550      66
  540     601      39
  540     712      16
  540     886      73
  540    1290     100
  540    2094      60
  540    2443      69
  540    3325      66
  540    3509      41
  541    1811      68
  541    2430      22
  541    2845      35
  541    2867      87
  541    3095      91
  541    3526      88
  541    3743      24
  541    4223      96
  541    4388      68
  541    4444      76
  541    4596      78
  542     840      84
  542    1107      31
  542    2070      19
  542    2089      80
  542    2309      64
  542    3102      75
  543     580      89
  543     647      95
  543     991      99
  543    3210      66
  543    3374       5
  543    4160      23
  543    4339      86
  543    4392      26
  543    4830      44
  544    1229      42
  544    1572      34
  544    1585      32
  544    2158      44
  544    2502      71
  544    2624      17
  544    3038      12
  544    3892      35
  545     928      79
  545    1148      51
  545    1187      67
  545    1273      15
  545    1385      55
  545    1666      48
  545    2232      60
  545    2795      70
  546     762      19
  546     771      11
  546     818      85
  546    1835      35
  546    2119      91
  546    3301      87
  546    3461      24
  546    3787      73
  546    4452      42
  546    4529      82
  547    1265      14
  547    1380      60
  547    1614      95
  547    2163     100
  547    2526      97
  547    2848      62
  547    3669      58
  547    4279      49
  547    4283       3
  547    4334      84
  547    4432      41
  547    4786      31
  548    1232      33
  548    1553      19
  548    1588      46
  548    2079      93
  548    2719      77
  548    3195      37
  548    3563      81
  548    4057      87
  548    4869      20
  549    1031      50
  549    2127     100
  549    2192      79
  549    2393      15
  549    2399      73
  549    2891      70
  549    3130      47
  549    3296      73
  549    4053      42
  549    4177      89
  550     603      39
  550     635      74
  550     984      68
  550     993      86
  550    1304      32
  550    1370      66
  550    1965      14
  550    2480      69
  550    2538       6
  550    2857      21
  550    3565      48
  550    4184      61
  550    4462      59
  551    1086      57
  551    1665      34
  551    2614      87
  551    3442      78
  551    4419      19
  551    4602      17
  552    1184      82
  552    2616       8
  552    2904      99
  552    2964      61
  552    4282     100
  552    4415       4
  552    4696      31
  553    1632      96
  553    2763      95
  553    4361      98
  553    4709      20
  554    1793      84
  554    2990      81
  554    2997      45
  554    3890      39
  554    4065      40
  554    4781      32
  554    4997      21
  555     593      62
  555     859      89
  555    1222      89
  555    1716      94
  555    4070      62
  555    4871      55
  555    4938      77
  556     796      63
  556    2063      42
  556    3020      39
  556    3219       1
  556    3348      50
  556    3582     100
  556    3640      82
  556    4357      10
  557    1102       7
  557    2018      13
  557    2282      52
  557    3446      16
  557    3539      16
  557    3612      29
  557    3743      43
  557    3881       6
  557    4056      81
  557    4559      94
  557    4755      64
  558    1331      50
  558    1625      40
  558    2030      97
  558    3099      29
  558    4789      73
  558    4946      40
  559     741      86
  559     879     100
  559    1688      88
  559    1707      18
  559    2967      84
  559    3806      32
  559    4316      39
  559    4411      83
  559    4562      83
  560     714      74
  560    1946      92
  560    1960      57
  560    2142      88
  560    4221      23
  560    4240      28
  560    4468      43
  561     688      72
  561     847      63
  561    1031      38
  561    1277      92
  561    1342       7
  561    1800      60
  561    2272      85
  561    2456     100
  561    3976       2
  561    4430      53
  562     682      48
  562     948      53
  562    2051      11
  562    2106      41
  562    2340      15
  562    2641      19
  562    2712      50
  562    2932      88
  562    4607      13
  563    1583      46
  563    1864      83
  563    2001      72
  563    2285      53
  563    3061     100
  563    3513      30
  563    3707      67
  563    4543      22
  563    4755      21
  564    1245       7
  564    1691      16
  564    1807      25
  564    2103      92
  564    2129      21
  564    2949      18
  564    3317      99
  564    3719      53
  564    4086      14
  565    1399      10
  565    1403      34
  565    1801      73
  566    1494       3
  566    1515      64
  566    1753      90
  566    2105      53
  566    2638      71
  566    3462       6
  566    4353      71
  567     653      62
  567    1318       1
  567    1342      74
  567    1832      81
  567    2752      40
  567    2865      38
  567    3191      27
  567    3495      89
  567    3962      67
  567    4023      96
  567    4310      57
  567    4465      56
  567    4472      15
  567    4655      78
  567    4694      52
  568    1118      93
  568    1129      73
  568    1921      26
  568    2569      45
  568    2582       4
  568    3151      98
  568    3161      59
  568    4310      40
  568    4383       3
  568    4550      69
  568    4718      47
  568    4833      82
  569    1589      19
  569    2214       3
  569    2449      35
  569    2646      48
  569    3109      64
  569    3139      26
  569    3247      17
  569    3356      92
  569    3512      71
  570    1099      40
  570    1865      90
  570    2150      70
  570    2308      89
  570    3106      11
  570    3152      20
  570    3304      24
  570    3517       2
  570    3537      61
  570    4228      32
  570    4787      97
  570    4799      44
  570    4947      41
  571     580      68
  571     623      36
  571     901      59
  571    1714      62
  571    1853      15
  571    2396      89
  571    2487      26
  571    3624      47
  572     666      22
  572     788       8
  572     813      57
  572    2321      78
  572    3050      81
  572    4184      69
  572    4612      24
  573     903      20
  573    1687      43
  573    3425      34
  573    4197      97
  573    4240      77
  573    4423      85
  573    4662      75
  574    2156      11
  574    3878      72
  574    4130      78
  574    4649      84
  575    1164       1
  575    1358      86
  575    1374      32
  575    1560      26
  575    1856      58
  575    2951      25
  575    3058      72
  575    3289      11
  575    4420      80
  575    4708      52
  576     866      57
  576    1993      20
  576    2064      68
  576    2149      26
  576    2628      54
  576    2879      25
  576    3510      98
  576    3859      24
  576    4067      31
  576    4239      94
  576    4657      16
  577    1675      35
  577    2400      24
  577    3966      30
  577    4199      66
  577    4327      30
  577    4671      65
  577    4787      54
  578    1576      44
  578    2711       4
  578    2804      66
  578    3041      88
  578    3702      49
  578    4782      86
  579     736      20
  579    1259      24
  579    1262      70
  579    1979      97
  579    4325      65
  580    2028      79
  580    2345      65
  580    3250      83
  580    3814      57
  580    3864      46
  580    4160      16
  580    4219      36
  580    4542      77
  580    4650       2
  580    4929      23
  581     827      31
  581    1272      74
  581    1309      73
  581    1834      78
  581    2302      11
  581    2533       8
  581    3400      58
  581    3414      47
  581    3550      33
  581    4684      56
  582     825      16
  582     901      23
  582    1643      69
  582    2258      60
  582    2436      81
  582    3194      60
  582    3323      56
  582    3756      18
  582    4297      26
  583     609      17
  583     657      15
  583    1476      17
  583    2137      69
  583    2679      37
  583    2883      44
  583    3124      68
  583    4277      24
  583    4472      13
  584    1133      25
  584    1891      88
  584    2149      60
  584    3155      78
  584    3254      71
  584    3892      77
  584    4251      84
  584    4535       9
  584    4742      11
  585    1322      42
  585    3740      55
  585    4538      32
  586     673       9
  586    1674       5
  586    2378      52
  586    2733       2
  586    2911      54
  586    3581      28
  586    3704      19
  586    3822      19
  586    3825      37
  586    4158      27
  587    1270      30
  587    1595      85
  587    1636      65
  587    2120      73
  587    2361      93
  587    2738      88
  587    3544      16
  587    3701      84
  587    3889      73
  587    4081      91
  587    4377      29
  587    4565      64
  587    4924      15
  587    4937      36
  588     938      82
  588    1072      85
  588    1430       5
  588    2497      75
  588    2579      80
  588    3087      21
  588    3270      40
  588    3775      12
  588    4015      20
  588    4043      94
  588    4481       2
  589    1107      36
  589    1248      23
  589    1710      19
  589    1937      30
  589    2016      85
  589    2075      91
  589    2322       2
  589    2542      73
  589    2716      65
  589    4722      34
  590     668      73
  590     913      37
  590    2911      42
  590    3583      38
  590    3600      53
  590    4018      61
  590    4299      21
  590    4469      90
  591     846      60
  591    1697      63
  591    2415      21
  591    2747       2
  591    2835      37
  591    2956      67
  591    3134      72
  591    3304      76
  591    4842      62
  592    2878      53
  592    3731      74
  592    3804      32
  592    4061      59
  592    4215      11
  592    4749      16
  593    1498      96
  593    1933      77
  593    1996      86
  593    3206      89
  593    3592      61
  593    4082      62
  593    4164      92
  593    4313      45
  593    4319      85
  593    4729      41
  594     683      81
  594    1474      26
  594    2874      38
  594    3272      35
  594    3631      55
  594    3822       8
  594    4758      46
  595    1399      92
  595    1445      18
  595    1727      41
  595    4144      88
  596    1405      97
  596    1661      14
  596    2516      66
  596    2860      72
  596    3117      39
  596    4363      30
  596    4517      95
  596    4590      71
  596    4786     100
  597    1196      91
  597    1409      46
  597    1654      34
  597    2463      21
  597    2694      11
  597    2798      61
  597    2950      47
  597    2957      16
  597    3739      73
  598     972      63
  598    1088      10
  598    1731      39
  598    2186      97
  598    2265      49
  598    2689      40
  598    2841      96
  598    3060      53
  598    3231      60
  598    3483      10
  598    3966      48
  598    4021      74
  598    4361      42
  598    4385      89
  598    4483      44
  599     944      90
  599    2014      24
  599    2756      24
  599    4210      70
  599    4353      58
  600    1408      38
  600    3318       1
  600    3793      54
  600    3808      32
  600    3932      51
  600    4423      10
  601     910      14
  601    1961       1
  601    2375      22
  601    3068      92
  601    3471      88
  601    3668      37
  602    1084      15
  602    2102      91
  602    2217      69
  602    2242      65
  602    2341      27
  602    2484      48
  602    2549       8
  602    2559      73
  602    3261       4
  602    4417      85
  602    4910      46
  603     687      69
  603    1225      44
  603    1889      77
  603    2852       8
  603    3511      84
  603    3986      56
  603    4276      58
  603    4726       3
  603    4912      27
  604    1108      77
  604    1555      34
  604    1664      22
  604    1725      97
  604    2092      85
  604    2569      51
  604    2863      87
  604    3307      84
  604    3616      60
  604    4009      12
  604    4351      50
  605     715      73
  605    1821      82
  605    2726      21
  605    3193      24
  605    3289      72
  605    4611       6
  606    1041      42
  606    2753      50
  606    4094      91
  606    4426       1
  607    1406      24
  607    1600      18
  607    1785      22
  607    2474       5
  607    4886      53
  607    4992      16
  608    1358      32
  608    2228      47
  608    2719      19
  608    3271      25
  608    4737      93
  609    1945      34
  609    2266      95
  609    2489      91
  609    2493      74
  609    2627       4
  609    3415      70
  609    4091      51
  609    4095      67
  609    4394      38
  610    1430      24
  610    2370      65
  610    2390       8
  610    3477      46
  610    3719      37
  611    1552      45
  611    2063      67
  611    3366      64
  611    3484      21
  611    3919      51
  611    4551      85
  611    4565      61
  611    4566      66
  611    4721      92
  612     844      90
  612    1120      26
  612    1138      98
  612    1559      60
  612    1915       2
  612    2110      57
  612    3671      55
  612    3681      65
  612    4630      15
  612    4801      35
  612    4899      33
  613    1811      69
  613    2120      30
  613    2865      27
  613    3676      99
  614     858      85
  614    1116      48
  614    2564      21
  614    3613      65
  614    3657      67
  614    4488      34
  614    4619      73
  615     745       3
  615    1203      87
  615    1489      65
  615    1674      74
  615    1984      19
  615    2623      45
  615    3285      58
  615    3346      27
  615    4031      91
  615    4286      26
  616    2010      92
  616    2332      83
  616    3015      22
  616    3016      35
  616    3401      42
  616    3552      90
  616    4019      38
  616    4103      63
  616    4302       8
  616    4539      55
  616    4691      69
  617     712      84
  617     925      77
  617    1272      84
  617    1681     100
  617    2173       1
  617    2330      12
  617    2378      92
  617    3164      89
  617    4783      75
  618    1303      35
  618    1979      19
  618    2676      63
  618    2787      72
  618    3417      90
  618    3429      36
  618    4169      62
  618    4184       8
  618    4527       2
  618    4985      69
  619    1367      47
  619    1446      55
  619    1536      41
  619    2211      95
  619    2236      46
  619    2303      51
  619    2364      25
  619    2678      52
  619    3537     100
  619    3549      15
  619    3581      55
  619    4327      73
  619    4687      12
  619    4795      25
  620     886      79
  620     952      62
  620    1294      77
  620    1562      30
  620    1605      68
  620    1706      26
  620    3008      33
  620    3125      90
  620    3488      57
  620    4229      18
  620    4643      89
  621    1450      39
  621    1933      55
  621    1953      49
  621    3279      83
  621    3416      43
  621    3552      51
  621    3599      23
  621    4330      62
  621    4387       8
  621    4638      90
  621    4819      79
  622    1322      75
  622    1558      81
  622    2604      83
  622    3320       5
  622    3532      22
